"RACEID","YEAR","ROUND","NAME","F1DATE","TIME","URL","SCORE","DNF_COUNT","DNF_DUE_TO_ACCIDENT_COUNT","WEATHER","WEATHER_WET","CIRCUITREF","YEAR_C","RACE_COUNT","NAME_YEAR","OVERTAKEN_POSITIONS_TOTAL"
681,1967,3,"Dutch Grand Prix",04-JUN-67,"\N","http://en.wikipedia.org/wiki/1967_Dutch_Grand_Prix",,7,1,"not found","N","zandvoort","1967",1,"1967 Dutch Grand Prix",0
978,2017,10,"British Grand Prix",16-JUL-17,"12:00:00","https://en.wikipedia.org/wiki/2017_British_Grand_Prix",6.63,3,0,"Overcast","N","silverstone","2017",1,"2017 British Grand Prix",116
970,2017,2,"Chinese Grand Prix",09-APR-17,"6:00:00","https://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix",7.53,5,2,"Light rain at start, drying later.","Y","shanghai","2017",1,"2017 Chinese Grand Prix",115
986,2017,18,"Mexican Grand Prix",29-OCT-17,"19:00:00","https://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix",6.85,5,0,"Sunny, dry","N","rodriguez","2017",1,"2017 Mexican Grand Prix",100
1001,2018,13,"Belgian Grand Prix",26-AUG-18,"13:10:00","https://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix",5.31,5,3,"not found","N","spa","2018",1,"2018 Belgian Grand Prix",55
1012,2019,3,"Chinese Grand Prix",14-APR-19,"6:10:00","https://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix",4.8,3,2,"not found","N","shanghai","2019",1,"2019 Chinese Grand Prix",114
1014,2019,5,"Spanish Grand Prix",12-MAY-19,"13:10:00","https://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix",4.6,2,2,"not found","N","catalunya","2019",1,"2019 Spanish Grand Prix",106
1037,2020,7,"Belgian Grand Prix",30-AUG-20,"13:10:00","https://en.wikipedia.org/wiki/2020_Belgian_Grand_Prix",4.5,3,1,"Partly cloudy","N","spa","2020",1,"2020 Belgian Grand Prix",67
1034,2020,4,"British Grand Prix",02-AUG-20,"13:10:00","https://en.wikipedia.org/wiki/2020_British_Grand_Prix",6.3,3,2,"Partly cloudy","N","silverstone","2020",1,"2020 British Grand Prix",76
1036,2020,6,"Spanish Grand Prix",16-AUG-20,"13:10:00","https://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix",4.4,1,0,"Partly cloudy","N","catalunya","2020",1,"2020 Spanish Grand Prix",175
351,2010,15,"Singapore Grand Prix",26-SEP-10,"12:00:00","http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix",7.194,9,5,"Clear; Air temp 29 to 30 °C (84 to 86 °F), Track temp 31 °C (88 °F)[4][5]","N","marina_bay","2010",1,"2010 Singapore Grand Prix",104
854,2011,14,"Singapore Grand Prix",25-SEP-11,"12:00:00","http://en.wikipedia.org/wiki/2011_Singapore_Grand_Prix",6.39,4,3,"Hot and humid Air Temp 31 °C (88 °F)[1]","N","marina_bay","2011",1,"2011 Singapore Grand Prix",225
897,2013,17,"Abu Dhabi Grand Prix",03-NOV-13,"13:00:00","http://en.wikipedia.org/wiki/2013_Abu_Dhabi_Grand_Prix",5.017,1,1,"Clear","N","yas_marina","2013",1,"2013 Abu Dhabi Grand Prix",213
899,2013,19,"Brazilian Grand Prix",24-NOV-13,"16:00:00","http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix",7.144,3,1,"Cloudy, Air Temp: 18°C","N","interlagos","2013",1,"2013 Brazilian Grand Prix",197
893,2013,13,"Singapore Grand Prix",22-SEP-13,"12:00:00","http://en.wikipedia.org/wiki/2013_Singapore_Grand_Prix",5.973,4,2,"Dry and 29 degrees","N","marina_bay","2013",1,"2013 Singapore Grand Prix",229
940,2015,14,"Japanese Grand Prix",27-SEP-15,"5:00:00","https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix",5.21,1,0,"Partly cloudy27 °C (81 °F) air temperature52–54 °C (126–129 °F) track temperature4.5 m/s (15 ft/s) wind from the east[2]","N","suzuka","2015",1,"2015 Japanese Grand Prix",139
955,2016,8,"European Grand Prix",19-JUN-16,"13:00:00","https://en.wikipedia.org/wiki/2016_European_Grand_Prix",4.73,4,0,"Partly cloudy30–33 °C (86–91 °F) air temperature39–45 °C (102–113 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southeast[4]","N","BAK","2016",1,"2016 European Grand Prix",244
975,2017,7,"Canadian Grand Prix",11-JUN-17,"18:00:00","https://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix",7.55,5,2,"Sunny and hot with temperatures reaching up to 29 °C (84 °F); wind speeds reaching 12.9 kilometres per hour (8.0 mph)[4]","N","villeneuve","2017",1,"2017 Canadian Grand Prix",99
995,2018,7,"Canadian Grand Prix",10-JUN-18,"18:10:00","https://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix",4.24,3,2,"Temperatures reaching up to 22.7 °C (72.9 °F); with wind speeds reaching 11.1 kilometres per hour (6.9 mph)[2]","N","villeneuve","2018",1,"2018 Canadian Grand Prix",79
1005,2018,17,"Japanese Grand Prix",07-OCT-18,"5:10:00","https://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix",6.77,3,0,"not found","N","suzuka","2018",1,"2018 Japanese Grand Prix",158
1031,2020,1,"Austrian Grand Prix",05-JUL-20,"13:10:00","https://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix",8.2,9,0,"Sunny","N","red_bull_ring","2020",1,"2020 Austrian Grand Prix",92
1,2009,1,"Australian Grand Prix",29-MAR-09,"6:00:00","http://en.wikipedia.org/wiki/2009_Australian_Grand_Prix",7.937,8,5,"Sunny with temperatures reaching up to 27 °C (81 °F)[2]","N","albert_park","2009",1,"2009 Australian Grand Prix",188
901,2014,2,"Malaysian Grand Prix",30-MAR-14,"8:00:00","https://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix",5.9,7,0,"Dry, 32°C","N","sepang","2014",1,"2014 Malaysian Grand Prix",157
967,2016,20,"Brazilian Grand Prix",13-NOV-16,"16:00:00","https://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix",7.94,6,3,"Rain and 16 °C (60.8 °F)","Y","interlagos","2016",1,"2016 Brazilian Grand Prix",205
982,2017,14,"Singapore Grand Prix",17-SEP-17,"12:00:00","https://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix",6.41,8,5,"Wet at start, then drying. Air temperature: 28°C (82°F)","Y","marina_bay","2017",1,"2017 Singapore Grand Prix",72
1030,2019,21,"Abu Dhabi Grand Prix",01-DEC-19,"13:10:00","https://en.wikipedia.org/wiki/2019_Abu_Dhabi_Grand_Prix",5.6,1,0,"Clear","N","yas_marina","2019",1,"2019 Abu Dhabi Grand Prix",130
1047,2020,17,"Abu Dhabi Grand Prix",13-DEC-20,"13:10:00","https://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix",3.2,1,0,"Clear","N","yas_marina","2020",1,"2020 Abu Dhabi Grand Prix",79
671,1968,5,"Dutch Grand Prix",23-JUN-68,"\N","http://en.wikipedia.org/wiki/1968_Dutch_Grand_Prix",,11,5,"Showers","Y","zandvoort","1968",1,"1968 Dutch Grand Prix",0
659,1969,4,"Dutch Grand Prix",21-JUN-69,"\N","http://en.wikipedia.org/wiki/1969_Dutch_Grand_Prix",,5,0,"Sunny, mild, dry","N","zandvoort","1969",1,"1969 Dutch Grand Prix",0
647,1970,5,"Dutch Grand Prix",21-JUN-70,"\N","http://en.wikipedia.org/wiki/1970_Dutch_Grand_Prix",,13,2,"not found","N","zandvoort","1970",1,"1970 Dutch Grand Prix",0
863,2012,4,"Bahrain Grand Prix",22-APR-12,"12:00:00","http://en.wikipedia.org/wiki/2012_Bahrain_Grand_Prix",6.904,4,0,"Sunny and hot[1][2] Air Temp 27 °C (81 °F)[2] Track Temp 33 °C (91 °F) dropping to 29 °C (84 °F)[2]","N","bahrain","2012",1,"2012 Bahrain Grand Prix",333
862,2012,3,"Chinese Grand Prix",15-APR-12,"7:00:00","http://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix",8.648,1,0,"not found","N","shanghai","2012",1,"2012 Chinese Grand Prix",356
872,2012,13,"Italian Grand Prix",09-SEP-12,"12:00:00","http://en.wikipedia.org/wiki/2012_Italian_Grand_Prix",7.64,5,0,"Dry and sizzlingly sunny[2] Air temp 28 °C (82 °F)[2] Track temp 40 °C (104 °F)[2]","N","monza","2012",1,"2012 Italian Grand Prix",215
864,2012,5,"Spanish Grand Prix",13-MAY-12,"12:00:00","http://en.wikipedia.org/wiki/2012_Spanish_Grand_Prix",8.274,5,2,"Partially cloudy, dry: Air 23 °C (73 °F), Track 36 °C (97 °F)","N","catalunya","2012",1,"2012 Spanish Grand Prix",318
883,2013,4,"Bahrain Grand Prix",21-APR-13,"12:00:00","http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix",7.826,1,0,"not found","N","bahrain","2013",1,"2013 Bahrain Grand Prix",353
887,2013,8,"British Grand Prix",30-JUN-13,"12:00:00","http://en.wikipedia.org/wiki/2013_British_Grand_Prix",7.394,4,0,"Dry","N","silverstone","2013",1,"2013 British Grand Prix",347
882,2013,3,"Chinese Grand Prix",14-APR-13,"7:00:00","http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix",7.412,4,2,"not found","N","shanghai","2013",1,"2013 Chinese Grand Prix",292
892,2013,12,"Italian Grand Prix",08-SEP-13,"12:00:00","http://en.wikipedia.org/wiki/2013_Italian_Grand_Prix",5.84,2,1,"Cloudy","N","monza","2013",1,"2013 Italian Grand Prix",145
884,2013,5,"Spanish Grand Prix",12-MAY-13,"12:00:00","http://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix",5.947,3,1,"Sunny","N","catalunya","2013",1,"2013 Spanish Grand Prix",328
911,2014,12,"Belgian Grand Prix",24-AUG-14,"12:00:00","http://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix",7.76,5,0,"Mostly cloudy","N","spa","2014",1,"2014 Belgian Grand Prix",207
908,2014,9,"British Grand Prix",06-JUL-14,"12:00:00","http://en.wikipedia.org/wiki/2014_British_Grand_Prix",7.85,5,3,"Mostly cloudy with maximum temperatures reaching 21 degrees during the day.","N","silverstone","2014",1,"2014 British Grand Prix",100
904,2014,5,"Spanish Grand Prix",11-MAY-14,"12:00:00","http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix",6.45,2,0,"Sunny","N","catalunya","2014",1,"2014 Spanish Grand Prix",229
929,2015,4,"Bahrain Grand Prix",19-APR-15,"15:00:00","http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix",7.37,3,0,"Sunny, clear24–26 °C (75–79 °F) air temperature28–31 °C (82–88 °F) track temperature1.5 m/s (4.9 ft/s) wind from the north[1]","N","bahrain","2015",1,"2015 Bahrain Grand Prix",167
934,2015,9,"British Grand Prix",05-JUL-15,"12:00:00","http://en.wikipedia.org/wiki/2015_British_Grand_Prix",7.95,7,4,"Cloudy, rain at times17–20 °C (63–68 °F) air temperature24–32 °C (75–90 °F) track temperature2.5 m/s (8.2 ft/s) wind from the east[2]","Y","silverstone","2015",1,"2015 British Grand Prix",84
928,2015,3,"Chinese Grand Prix",12-APR-15,"6:00:00","http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix",5.72,4,0,"Sunny21 °C (70 °F) air temperature46 °C (115 °F) track temperature1.4 m/s (4.6 ft/s) wind from the northwest[1]","N","shanghai","2015",1,"2015 Chinese Grand Prix",128
930,2015,5,"Spanish Grand Prix",10-MAY-15,"12:00:00","http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix",5.15,2,1,"Sunny25 °C (77 °F) air temperature44 °C (111 °F) track temperature1.8 m/s (5.9 ft/s) wind from the northeast[3]","N","catalunya","2015",1,"2015 Spanish Grand Prix",159
974,2017,6,"Monaco Grand Prix",28-MAY-17,"12:00:00","https://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix",4.94,7,3,"not found","N","monaco","2017",1,"2017 Monaco Grand Prix",56
996,2018,8,"French Grand Prix",24-JUN-18,"14:10:00","https://en.wikipedia.org/wiki/2018_French_Grand_Prix",6.37,5,2,"Partially cloudy, warm and dry","N","ricard","2018",1,"2018 French Grand Prix",110
999,2018,11,"German Grand Prix",22-JUL-18,"13:10:00","https://en.wikipedia.org/wiki/2018_German_Grand_Prix",8.14,5,1,"Overcast with intermittent rain","Y","hockenheimring","2018",1,"2018 German Grand Prix",171
1020,2019,11,"German Grand Prix",28-JUL-19,"13:10:00","https://en.wikipedia.org/wiki/2019_German_Grand_Prix",9.4,7,5,"Early rain, Late clouds","Y","hockenheimring","2019",1,"2019 German Grand Prix",260
1046,2020,16,"Sakhir Grand Prix",06-DEC-20,"17:10:00","https://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix",8.8,3,2,"Clear","N","bahrain","2020",1,"2020 Sakhir Grand Prix",171
1039,2020,9,"Tuscan Grand Prix",13-SEP-20,"13:10:00","https://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix",7.2,8,6,"Sunny","N","mugello","2020",1,"2020 Tuscan Grand Prix",74
24,2008,7,"Canadian Grand Prix",08-JUN-08,"17:00:00","http://en.wikipedia.org/wiki/2008_Canadian_Grand_Prix",7.809,7,5,"Hot with temperatures approaching 31 °C (88 °F); wind speeds up to 8.9 kilometres per hour (5.5 mph)[1]","N","villeneuve","2008",1,"2008 Canadian Grand Prix",201
29,2008,12,"European Grand Prix",24-AUG-08,"12:00:00","http://en.wikipedia.org/wiki/2008_European_Grand_Prix",3.977,3,2,"Sunny","N","valencia","2008",1,"2008 European Grand Prix",90
33,2008,16,"Japanese Grand Prix",12-OCT-08,"4:30:00","http://en.wikipedia.org/wiki/2008_Japanese_Grand_Prix",6.66,5,1,"Cloudy with temperatures reaching up to 17 °C (63 °F)[4]","N","fuji","2008",1,"2008 Japanese Grand Prix",146
11,2009,11,"European Grand Prix",23-AUG-09,"12:00:00","http://en.wikipedia.org/wiki/2009_European_Grand_Prix",5.355,2,0,"Hot and dry with temperatures reaching up to 33 °C (91 °F)[1]","N","valencia","2009",1,"2009 European Grand Prix",121
344,2010,8,"Canadian Grand Prix",13-JUN-10,"16:00:00","http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix",8.668,5,1,"Warm with temperatures approaching 26 °C (79 °F); wind speeds up to 4.9 kilometres per hour (3.0 mph)[1]","N","villeneuve","2010",1,"2010 Canadian Grand Prix",246
352,2010,16,"Japanese Grand Prix",10-OCT-10,"6:00:00","http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix",6.642,8,4,"not found","N","suzuka","2010",1,"2010 Japanese Grand Prix",68
847,2011,7,"Canadian Grand Prix",12-JUN-11,"17:00:00","http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix",9.095,7,5,"Wet at start, very heavy rain later, after rain stops, track drying towards the end. Temperatures up to 27 °C (81 °F); wind speeds up to 12 kilometres per hour (7.5 mph)[2]","Y","villeneuve","2011",1,"2011 Canadian Grand Prix",421
855,2011,15,"Japanese Grand Prix",09-OCT-11,"6:00:00","http://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix",7.57,1,0,"Sunny and dry Air Temp 24 °C (75 °F)[2]","N","suzuka","2011",1,"2011 Japanese Grand Prix",289
866,2012,7,"Canadian Grand Prix",10-JUN-12,"18:00:00","http://en.wikipedia.org/wiki/2012_Canadian_Grand_Prix",8.197,4,0,"not found","N","villeneuve","2012",1,"2012 Canadian Grand Prix",199
867,2012,8,"European Grand Prix",24-JUN-12,"12:00:00","http://en.wikipedia.org/wiki/2012_European_Grand_Prix",8.784,6,3,"Fine and Dry[2] Air Temp 27 °C (81 °F)[2] Track Temp 45 °C (113 °F)[2]","N","valencia","2012",1,"2012 European Grand Prix",284
886,2013,7,"Canadian Grand Prix",09-JUN-13,"18:00:00","http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix",6.329,3,3,"Mild with temperatures approaching 23 °C (73 °F); wind speeds up to 15 kilometres per hour (9.3 mph)[2]","N","villeneuve","2013",1,"2013 Canadian Grand Prix",139
895,2013,15,"Japanese Grand Prix",13-OCT-13,"6:00:00","http://en.wikipedia.org/wiki/2013_Japanese_Grand_Prix",7.338,3,2,"Warm and sunny","N","suzuka","2013",1,"2013 Japanese Grand Prix",207
907,2014,8,"Austrian Grand Prix",22-JUN-14,"12:00:00","http://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix",6.7,3,0,"Partially cloudy, hot and dry","N","red_bull_ring","2014",1,"2014 Austrian Grand Prix",220
906,2014,7,"Canadian Grand Prix",08-JUN-14,"18:00:00","http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix",9.19,11,4,"Temperatures up to 27.6 °C (81.7 °F); wind speeds up to 16.4 kilometres per hour (10.2 mph)[5]","N","villeneuve","2014",1,"2014 Canadian Grand Prix",172
933,2015,8,"Austrian Grand Prix",21-JUN-15,"12:00:00","http://en.wikipedia.org/wiki/2015_Austrian_Grand_Prix",5.6,6,2,"not found","N","red_bull_ring","2015",1,"2015 Austrian Grand Prix",76
932,2015,7,"Canadian Grand Prix",07-JUN-15,"18:00:00","http://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix",5.54,3,0,"not found","N","villeneuve","2015",1,"2015 Canadian Grand Prix",101
943,2015,17,"Mexican Grand Prix",01-NOV-15,"19:00:00","https://en.wikipedia.org/wiki/2015_Mexican_Grand_Prix",5.44,4,2,"Partly cloudy22–24 °C (72–75 °F) air temperature48–56 °C (118–133 °F) track temperature1.5 m/s (4.9 ft/s) wind from the northwest[2]","N","rodriguez","2015",1,"2015 Mexican Grand Prix",114
941,2015,15,"Russian Grand Prix",11-OCT-15,"11:00:00","https://en.wikipedia.org/wiki/2015_Russian_Grand_Prix",6.97,7,4,"Partly cloudy18 °C (64 °F) air temperature25–27 °C (77–81 °F) track temperature1.5 m/s (4.9 ft/s) wind from the north[2]","N","sochi","2015",1,"2015 Russian Grand Prix",116
949,2016,2,"Bahrain Grand Prix",03-APR-16,"15:00:00","https://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix",7.38,5,0,"Dry21–22 °C (70–72 °F) air temperature26–29 °C (79–84 °F) track temperature2 m/s (6.6 ft/s) wind from the southwest[4]","N","bahrain","2016",1,"2016 Bahrain Grand Prix",292
950,2016,3,"Chinese Grand Prix",17-APR-16,"6:00:00","https://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix",7.85,0,0,"Sunny21 °C (70 °F) air temperature37 °C (99 °F) track temperature4.8 m/s (16 ft/s) wind from the northeast[4]","N","shanghai","2016",1,"2016 Chinese Grand Prix",422
966,2016,19,"Mexican Grand Prix",30-OCT-16,"19:00:00","https://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix",5.94,1,1,"Sunny","N","rodriguez","2016",1,"2016 Mexican Grand Prix",151
971,2017,3,"Bahrain Grand Prix",16-APR-17,"15:00:00","https://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix",7.96,7,2,"not found","N","bahrain","2017",1,"2017 Bahrain Grand Prix",117
980,2017,12,"Belgian Grand Prix",27-AUG-17,"12:00:00","https://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix",6.73,4,1,"Partially cloudy and dry","N","spa","2017",1,"2017 Belgian Grand Prix",133
972,2017,4,"Russian Grand Prix",30-APR-17,"12:00:00","https://en.wikipedia.org/wiki/2017_Russian_Grand_Prix",4.9,4,2,"not found","N","sochi","2017",1,"2017 Russian Grand Prix",46
990,2018,2,"Bahrain Grand Prix",08-APR-18,"15:10:00","https://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix",8.32,3,0,"not found","N","bahrain","2018",1,"2018 Bahrain Grand Prix",198
998,2018,10,"British Grand Prix",08-JUL-18,"13:10:00","https://en.wikipedia.org/wiki/2018_British_Grand_Prix",8.65,6,3,"Sunny 27.0 °C (80.6 °F)[2]","N","silverstone","2018",1,"2018 British Grand Prix",124
1007,2018,19,"Mexican Grand Prix",28-OCT-18,"19:10:00","https://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix",6.72,4,0,"not found","N","rodriguez","2018",1,"2018 Mexican Grand Prix",136
1004,2018,16,"Russian Grand Prix",30-SEP-18,"11:10:00","https://en.wikipedia.org/wiki/2018_Russian_Grand_Prix",4.8,2,0,"not found","N","sochi","2018",1,"2018 Russian Grand Prix",98
1011,2019,2,"Bahrain Grand Prix",31-MAR-19,"15:10:00","https://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix",8.5,4,0,"Clear","N","bahrain","2019",1,"2019 Bahrain Grand Prix",190
1022,2019,13,"Belgian Grand Prix",01-SEP-19,"13:10:00","https://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix",7.4,4,2,"Partly cloudy","N","spa","2019",1,"2019 Belgian Grand Prix",130
1025,2019,16,"Russian Grand Prix",29-SEP-19,"11:10:00","https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix",5.8,5,2,"Partly cloudy","N","sochi","2019",1,"2019 Russian Grand Prix",97
1038,2020,8,"Italian Grand Prix",06-SEP-20,"13:10:00","https://en.wikipedia.org/wiki/2020_Italian_Grand_Prix",8.4,4,1,"Sunny","N","monza","2020",1,"2020 Italian Grand Prix",153
1040,2020,10,"Russian Grand Prix",27-SEP-20,"11:10:00","https://en.wikipedia.org/wiki/2020_Russian_Grand_Prix",5,2,2,"Sunny","N","sochi","2020",1,"2020 Russian Grand Prix",119
35,2008,18,"Brazilian Grand Prix",02-NOV-08,"17:00:00","http://en.wikipedia.org/wiki/2008_Brazilian_Grand_Prix",8.756,2,2,"Rain at beginning and end, otherwise drying","Y","interlagos","2008",1,"2008 Brazilian Grand Prix",183
19,2008,2,"Malaysian Grand Prix",23-MAR-08,"7:00:00","http://en.wikipedia.org/wiki/2008_Malaysian_Grand_Prix",5.738,5,3,"Sunny, partly cloudy","N","sepang","2008",1,"2008 Malaysian Grand Prix",137
32,2008,15,"Singapore Grand Prix",28-SEP-08,"12:00:00","http://en.wikipedia.org/wiki/2008_Singapore_Grand_Prix",6.302,6,3,"Dry, Air Temp: 28 °C (82 °F), Wind Speed: 2.2 metres per second (7.2 ft/s), Humidity: 79%","N","marina_bay","2008",1,"2008 Singapore Grand Prix",233
17,2009,17,"Abu Dhabi Grand Prix",01-NOV-09,"11:00:00","http://en.wikipedia.org/wiki/2009_Abu_Dhabi_Grand_Prix",5.794,2,0,"Dry","N","yas_marina","2009",1,"2009 Abu Dhabi Grand Prix",119
16,2009,16,"Brazilian Grand Prix",18-OCT-09,"16:00:00","http://en.wikipedia.org/wiki/2009_Brazilian_Grand_Prix",8.309,6,4,"Partially cloudy and dry","N","interlagos","2009",1,"2009 Brazilian Grand Prix",177
10,2009,10,"Hungarian Grand Prix",26-JUL-09,"12:00:00","http://en.wikipedia.org/wiki/2009_Hungarian_Grand_Prix",6.808,4,0,"Sunny25 °C (77 °F)[2]","N","hungaroring","2009",1,"2009 Hungarian Grand Prix",176
2,2009,2,"Malaysian Grand Prix",05-APR-09,"9:00:00","http://en.wikipedia.org/wiki/2009_Malaysian_Grand_Prix",5.284,5,4,"Dry start, with heavy rain and thunderstorm/monsoon later","Y","sepang","2009",1,"2009 Malaysian Grand Prix",135
14,2009,14,"Singapore Grand Prix",27-SEP-09,"12:00:00","http://en.wikipedia.org/wiki/2009_Singapore_Grand_Prix",5.336,6,2,"Hot and Dry","N","marina_bay","2009",1,"2009 Singapore Grand Prix",120
355,2010,19,"Abu Dhabi Grand Prix",14-NOV-10,"13:00:00","http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix",6.602,4,2,"Dry[3] Air Temp 28 °C (82 °F)[3] Track Temp 33 °C (91 °F) dropping to 29 °C (84 °F)[3]","N","yas_marina","2010",1,"2010 Abu Dhabi Grand Prix",133
354,2010,18,"Brazilian Grand Prix",07-NOV-10,"16:00:00","http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix",6.253,1,1,"Clear; 25 °C (77 °F)","N","interlagos","2010",1,"2010 Brazilian Grand Prix",174
348,2010,12,"Hungarian Grand Prix",01-AUG-10,"12:00:00","http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix",6.654,5,1,"Mainly sunny28 °C (82 °F)[1]","N","hungaroring","2010",1,"2010 Hungarian Grand Prix",53
339,2010,3,"Malaysian Grand Prix",04-APR-10,"8:00:00","http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix",6.684,7,1,"Mainly cloudy, dry","N","sepang","2010",1,"2010 Malaysian Grand Prix",87
